name,baseMean,baseMeanControl,baseMeanMetal,foldChange,logFC,logCPM,PValue,FDR,control_gill,control_intestine,control_kidney,control_liver,metal_gill,metal_intestine,metal_kidney,metal_liver
ENSSTUE00000551192,15.5,16,15,0.95167565402816,-0.0714581306560156,4.80700401118452,0.970095842598631,1,2,6,0,56,8,11,6,35
ENSSTUE00000616889,19.25,19.75,18.75,0.951668694248996,-0.071468681388882,5.12763159279361,0.938822508194564,1,11,28,24,16,12,15,25,23
ENSSTUE00000551141,31.875,32.75,31,0.951564520211008,-0.0716266140762711,5.81503186807588,0.887615118687691,1,30,30,46,25,27,38,40,19
ENSSTUE00000327046,22.875,23.5,22.25,0.951543931768815,-0.0716578291585466,5.32643312153867,0.968212399121184,1,0,18,12,64,3,10,13,63
ENSSTUE00000470088,16.125,16.5,15.75,0.951432727393238,-0.0718264428938539,4.90607692831227,0.893209665713379,1,21,16,6,23,19,18,10,16
ENSSTUE00000093118,44.875,45.75,44,0.951345349225297,-0.0719589439471383,6.27011138026044,0.909885336518672,1,57,27,50,49,47,32,36,61
ENSSTUE00000475866,50.375,51.75,49,0.951293470168159,-0.0720376195819611,6.44825197676666,0.953861280473403,1,19,10,147,31,9,8,158,21
ENSSTUE00000063573,12.125,12.75,11.5,0.951235568466481,-0.0721254337453186,4.5524419478195,0.895611322091059,1,11,17,9,14,11,16,14,5
ENSSTUE00000133172,10.125,10.25,10,0.951144087644152,-0.0722641851542595,4.3327341940096,0.970888697815105,1,2,26,11,2,3,26,9,2
ENSSTUE00000315302,6.5,6.75,6.25,0.95111731914934,-0.0723047881697878,3.86123980226976,0.957262854586369,1,14,1,10,2,12,2,11,0
ENSSTUE00000533041,16.375,17,15.75,0.951065901179709,-0.0723827832325392,4.93140929412261,0.94679612728798,1,8,10,34,16,6,18,29,10
ENSSTUE00000279819,10.625,10.75,10.5,0.950997939366002,-0.0724858798474442,4.40688513408139,0.953757521901295,1,9,6,24,4,10,8,12,12
ENSSTUE00000568760,8.125,8.25,8,0.9507892514637,-0.0728025009756179,4.07146115730323,1,1,11,4,12,6,5,12,8,7
ENSSTUE00000291344,24,24.5,23.5,0.950778577823582,-0.0728186968824159,5.42946670318584,0.923864095275206,1,15,23,35,25,21,19,19,35
ENSSTUE00000585851,23.375,24,22.75,0.950766744519859,-0.0728366526454454,5.35034428254594,0.959297981529897,1,12,2,4,78,18,1,9,63
ENSSTUE00000593513,69.625,71.5,67.75,0.950755201741326,-0.072854167783128,6.88479963285222,0.910754464914457,1,73,43,71,99,55,39,73,104
ENSSTUE00000011604,59.875,61.25,58.5,0.950751095677741,-0.0728603984199439,6.67273456767925,0.922173638098549,1,34,55,57,99,43,38,37,116
ENSSTUE00000258588,29.375,30.25,28.5,0.950713462826322,-0.0729175046414419,5.6985299371405,0.915825041683448,1,28,46,6,41,34,51,15,14
ENSSTUE00000538974,142.5,146,139,0.950709407877796,-0.0729236579850451,7.90229766093216,0.906857005297248,1,147,195,106,136,204,147,108,97
ENSSTUE00000273436,16.875,17.5,16.25,0.950699964070936,-0.0729379889687092,4.95824360173062,0.935838284938076,1,16,30,6,18,14,20,17,14
ENSSTUE00000101971,10,10.25,9.75,0.950571109020695,-0.0731335408233517,4.33606346537794,0.971633917349204,1,23,1,15,2,25,3,9,2
ENSSTUE00000173395,37.25,38.25,36.25,0.950563681597494,-0.0731448135712617,6.02777325418179,0.943572480131205,1,73,36,15,29,75,45,4,21
ENSSTUE00000559600,16.625,17,16.25,0.950530364978358,-0.0731953799504463,4.96759892927565,0.974202946901924,1,34,18,10,6,28,19,6,12
ENSSTUE00000278126,27,27.75,26.25,0.950520749416906,-0.0732099743216519,5.60696231082336,0.949758241383781,1,32,6,61,12,30,2,70,3
ENSSTUE00000164972,30,30.5,29.5,0.950514430067938,-0.073219565825814,5.72581223537813,0.922165322651312,1,35,44,18,25,23,42,23,30
ENSSTUE00000330647,63.875,65.5,62.25,0.950497664429148,-0.0732450130115625,6.77594312629025,0.973351391902839,1,212,47,3,0,209,39,1,0
ENSSTUE00000270177,25.5,26,25,0.950460157755613,-0.0733019429352941,5.51191996505711,0.932069497448562,1,21,23,44,16,19,20,31,30
ENSSTUE00000207973,25.875,26.5,25.25,0.950457668599467,-0.0733057212082705,5.51178675803205,0.948777009030876,1,26,8,8,64,15,8,12,66
ENSSTUE00000015696,12.125,12.25,12,0.950270602381624,-0.0735896960507475,4.54703373972771,0.940763092242062,1,15,7,15,12,10,13,11,14
ENSSTUE00000274512,11.5,11.75,11.25,0.950153330992415,-0.073767747746366,4.52688242418716,0.951511082678656,1,21,4,20,2,20,4,21,0
ENSSTUE00000290230,9.875,10.5,9.25,0.950147484954688,-0.0737766242879818,4.31784856871751,0.898985587242268,1,13,5,12,12,14,10,11,2
ENSSTUE00000541690,10.875,11.25,10.5,0.950143615758305,-0.0737824992514873,4.45777661550101,0.962677708260427,1,25,10,6,4,20,10,9,3
ENSSTUE00000465753,52.375,53.75,51,0.950116301951487,-0.073823973044919,6.50061709794902,0.946687753682218,1,83,19,97,16,64,23,112,5
ENSSTUE00000593378,8.875,9.25,8.5,0.95011515098711,-0.073825720716864,4.16862491922701,0.950823600999471,1,15,1,11,10,10,4,13,7
ENSSTUE00000412631,36,36.75,35.25,0.950068742130348,-0.0738961916094538,5.97086941346288,0.898920047525482,1,25,29,50,43,40,31,28,42
ENSSTUE00000459127,17,17.5,16.5,0.950038106617563,-0.0739427128905106,4.98550514704318,0.917636730570716,1,17,7,36,10,14,10,28,14
ENSSTUE00000132320,72,74,70,0.950017324141621,-0.0739742727855479,6.93662112625605,0.905816600207118,1,56,45,117,78,80,46,90,64
ENSSTUE00000223957,83.125,85.25,81,0.950010900559863,-0.0739840276612147,7.14058056284017,0.912119233760882,1,68,77,153,43,78,72,134,40
ENSSTUE00000399760,35.75,36.75,34.75,0.95000652143978,-0.0739906778474221,5.96830613108853,0.916736261007333,1,44,21,59,23,50,26,46,17
ENSSTUE00000484057,102.375,105,99.75,0.949997027114337,-0.0740050961533712,7.43615464326173,0.906569649287576,1,84,126,150,60,108,127,107,57
ENSSTUE00000526500,76,78,74,0.949881915821119,-0.0741799183363279,7.00856263429006,0.911653402768212,1,57,150,33,72,60,91,70,75
ENSSTUE00000190193,89.375,91.75,87,0.949829662686397,-0.0742592833717425,7.23633544474242,0.894500097854463,1,115,78,61,113,80,69,107,92
ENSSTUE00000222462,27.75,28.5,27,0.949752558182745,-0.0743764020559338,5.61780334661728,0.907448731446964,1,28,13,28,45,29,15,19,45
ENSSTUE00000368136,16.875,17.25,16.5,0.949732938719014,-0.0744062047610104,4.97750018380793,0.941703004128184,1,25,17,21,6,28,17,14,7
ENSSTUE00000410219,10.125,10.75,9.5,0.949676649534318,-0.0744917135718982,4.35753624966551,0.871581283379064,1,10,12,9,12,14,10,14,0
ENSSTUE00000062905,50.875,52.25,49.5,0.94959302869241,-0.0746187512173638,6.46066532828729,0.938850002359875,1,72,99,19,19,75,93,16,14
ENSSTUE00000186552,41.375,42.5,40.25,0.949588761656135,-0.0746252340428677,6.16775565133327,0.892686375565342,1,35,45,55,35,43,42,43,33
ENSSTUE00000401928,27.75,28.5,27,0.949531946238326,-0.0747115553822145,5.6378117049187,0.904112333722916,1,32,40,21,21,41,33,22,12
ENSSTUE00000388813,40.25,41.25,39.25,0.94952374881807,-0.0747240103908616,6.12381464662723,0.926130607958232,1,15,39,47,64,4,35,69,49
ENSSTUE00000449592,77.375,79.5,75.25,0.949412496604571,-0.0748930555784221,7.02911605800813,0.928177982719776,1,41,70,43,164,49,55,34,163
ENSSTUE00000473344,26.5,27.5,25.5,0.949386561028983,-0.0749324669380759,5.55817326681912,0.87289646950964,1,24,29,24,33,25,20,34,23
ENSSTUE00000316595,15.125,15.25,15,0.949336223791953,-0.0750089618143508,4.82257147914171,0.955414492989528,1,17,10,20,14,15,10,14,21
ENSSTUE00000605449,239.25,245.5,233,0.949293789067421,-0.0750734508050858,8.63781214991942,0.939764908189116,1,91,167,78,646,93,172,103,564
ENSSTUE00000425065,21.125,22,20.25,0.949280340847109,-0.0750938889649112,5.25171101601024,0.893335096051375,1,14,17,28,29,9,19,29,24
ENSSTUE00000391033,217.875,223.75,212,0.949264970081573,-0.0751172492998858,8.5082305075915,0.971900308549777,1,1,746,127,21,0,717,126,5
ENSSTUE00000116499,43.125,44.25,42,0.949206572955373,-0.0752060041139422,6.1914770609534,0.977386468179365,1,0,28,1,148,0,13,0,155
ENSSTUE00000316697,16.875,17.25,16.5,0.949039951485703,-0.0754592736082049,4.96743051541097,0.932281663839534,1,12,15,30,12,12,12,23,19
ENSSTUE00000064428,24,24.75,23.25,0.948972637073861,-0.0755616060887919,5.43021364567226,0.902952041696198,1,20,39,11,29,15,38,31,9
ENSSTUE00000127331,11.5,11.75,11.25,0.94897250196664,-0.0755618114883195,4.4849170397714,0.875812977709453,1,9,9,17,12,13,12,11,9
ENSSTUE00000385944,20.75,21.25,20.25,0.948681437008689,-0.0760043768750645,5.24586616701631,0.931198778787815,1,32,16,29,8,28,22,24,7
ENSSTUE00000168748,10.125,10.5,9.75,0.948589433099962,-0.0761442974157296,4.34379718648417,0.972999071322355,1,17,3,16,6,8,0,29,2
ENSSTUE00000104334,56,57.5,54.5,0.948434094266031,-0.0763805691990127,6.58642689758575,0.892444435588191,1,45,64,57,64,37,64,60,57
ENSSTUE00000384887,10.625,11,10.25,0.948373218009775,-0.076473173094485,4.39739385703155,0.937091511877234,1,15,7,10,12,11,7,14,9
ENSSTUE00000565799,24,24.75,23.25,0.948314232796086,-0.0765629060394329,5.42482886242836,0.873214842789988,1,16,22,36,25,19,29,29,16
ENSSTUE00000115383,47,48.25,45.75,0.948266447414139,-0.0766356050121636,6.32273445125349,0.962623063523328,1,3,12,7,171,6,9,24,144
ENSSTUE00000258334,150.75,154.75,146.75,0.94820938417224,-0.0767224237891369,7.98407671396887,0.904746852638816,1,176,159,204,80,190,165,156,76
ENSSTUE00000377885,60.25,61.75,58.75,0.948171875327196,-0.0767794944066302,6.69298878666503,0.924942946907726,1,103,85,41,18,77,84,53,21
ENSSTUE00000464904,81.75,83.75,79.75,0.947909728152012,-0.0771784207306214,7.11524809353603,0.903499016689061,1,130,82,61,62,108,74,52,85
ENSSTUE00000590265,99.875,102.75,97,0.947794620536711,-0.0773536222973445,7.40012122849679,0.920960297101442,1,82,158,120,51,84,124,156,24
ENSSTUE00000508355,19.5,20,19,0.947781370662266,-0.0773737908669438,5.17521264642864,0.960222822245644,1,59,13,4,4,36,25,15,0
ENSSTUE00000371373,159.5,163.75,155.25,0.947617406469548,-0.0776233956795683,8.06015035545783,0.910741967627556,1,111,146,166,232,100,82,170,269
ENSSTUE00000584047,25.375,26.25,24.5,0.947599329313433,-0.0776509174115041,5.45248397766667,0.974909031592683,1,2,0,13,90,0,2,13,83
ENSSTUE00000506421,39.125,40,38.25,0.947567619087498,-0.0776991962037714,6.09046582001113,0.909510364062704,1,52,48,33,27,53,28,34,38
ENSSTUE00000509057,121.875,125.5,118.25,0.947549183076794,-0.0777272657572538,7.67591387557164,0.901137971809251,1,117,98,59,228,128,97,123,125
ENSSTUE00000014583,19.5,20.25,18.75,0.947547680579225,-0.0777295533931348,5.17672543881101,0.930518492003149,1,21,18,34,8,20,18,32,5
ENSSTUE00000375510,9.25,9.25,9.25,0.947520021649007,-0.0777716662964554,4.2061384367819,1,1,11,4,8,14,8,6,4,19
ENSSTUE00000454605,38.625,39.75,37.5,0.947403448302242,-0.0779491719236294,6.06776306078778,0.898141741626508,1,29,30,59,41,32,29,59,30
ENSSTUE00000226292,12.625,13.25,12,0.947386677347285,-0.0779747107663962,4.59517333780036,0.92077224841563,1,18,7,5,23,14,8,9,17
ENSSTUE00000344024,49,50.25,47.75,0.947370694150427,-0.0779990504303464,6.39899828030855,0.926644334689731,1,36,96,48,21,25,111,25,30
ENSSTUE00000049046,88,90.25,85.75,0.947346309324919,-0.0780361851230436,7.21545853988823,0.918633514718672,1,26,117,90,128,34,110,69,130
ENSSTUE00000513017,8,8.25,7.75,0.947245350854103,-0.0781899409833502,4.09744653414927,1,1,20,2,9,2,15,3,10,3
ENSSTUE00000533100,32.75,33.75,31.75,0.947179281455139,-0.0782905710033062,5.82986094632885,0.953029650394123,1,6,32,2,95,8,71,6,42
ENSSTUE00000590278,413.125,424.25,402,0.947172065505337,-0.0783015620108738,9.42524408944581,0.928376970121644,1,288,495,745,169,335,576,624,73
ENSSTUE00000052437,10.625,11.25,10,0.947140377381864,-0.0783498289150652,4.38547240419672,0.889527472314664,1,12,13,4,16,12,9,12,7
ENSSTUE00000527693,19.25,19.75,18.75,0.947136932193916,-0.078355076674242,5.14402792396995,0.866606512751402,1,15,26,19,19,29,15,15,16
ENSSTUE00000479602,12.375,12.75,12,0.946990263584031,-0.0785785020883634,4.59672834388129,0.862022281703111,1,15,9,17,10,19,9,15,5
ENSSTUE00000022996,96.875,99.5,94.25,0.946926278679227,-0.0786759833689036,7.35664915754505,0.977187077409597,1,0,370,28,0,0,324,53,0
ENSSTUE00000081548,17.25,17.75,16.75,0.946813314235696,-0.0788481012707322,5.01729507818815,0.943317720182993,1,34,29,6,2,36,17,9,5
ENSSTUE00000286975,13.875,14.5,13.25,0.946722884092548,-0.0789858996600959,4.69072711618148,0.930796172341429,1,11,16,6,25,13,5,11,24
ENSSTUE00000538930,385.75,396.5,375,0.94652287730183,-0.0792907188357889,9.32652636631077,0.9709841943587,1,803,777,2,4,1021,470,0,9
ENSSTUE00000449661,15.375,16,14.75,0.946515942679037,-0.07930128866226,4.84971851751926,0.882830466304903,1,18,13,17,16,23,10,19,7
ENSSTUE00000221310,15.25,16,14.5,0.946458533132207,-0.0793887958839304,4.84828719981476,0.915850176916876,1,12,15,25,12,15,14,19,10
ENSSTUE00000608400,45.25,46.5,44,0.946413739269193,-0.0794570771779068,6.29033832604363,0.875475918991195,1,48,44,53,41,35,57,46,38
ENSSTUE00000088409,11.75,12,11.5,0.946295043131817,-0.079638026651573,4.52417787542253,0.958325677300676,1,11,12,21,4,19,8,14,5
ENSSTUE00000050673,38.5,39.25,37.75,0.946262267430969,-0.0796879964367042,6.06215103665261,0.913037705530157,1,44,21,63,29,30,37,42,42
ENSSTUE00000072695,14.625,15,14.25,0.946225823379122,-0.0797435610166163,4.74154463493657,0.949885594566798,1,6,20,5,29,5,11,6,35
ENSSTUE00000341133,10.375,10.75,10,0.946223626446405,-0.0797469106478953,4.33926803487065,0.877707565701282,1,12,4,11,16,13,9,9,9
ENSSTUE00000321591,10.625,11.5,9.75,0.946114053848549,-0.0799139842578191,4.37612942599911,0.85874273339272,1,8,15,5,18,8,7,19,5
ENSSTUE00000223795,26.375,27.25,25.5,0.945937586970773,-0.0801830973038835,5.55479698930728,0.90162597536131,1,27,37,27,18,25,42,26,9
ENSSTUE00000211205,26.875,27.75,26,0.945912040820872,-0.0802220594954207,5.59019430041678,0.937393126246617,1,54,17,30,10,50,15,27,12
ENSSTUE00000390848,14.625,15.25,14,0.945847394487095,-0.0803206607693957,4.79241145358668,0.907097757848314,1,20,21,8,12,18,19,17,2
ENSSTUE00000607681,10.75,11,10.5,0.945660973973946,-0.0806050348226068,4.40413980938066,0.942042809053433,1,14,8,10,12,11,15,4,12
ENSSTUE00000005183,20,20.75,19.25,0.945624825716693,-0.0806601834537557,5.18202659512233,0.881757524530218,1,27,19,8,29,19,22,19,17
ENSSTUE00000184328,20.875,21.5,20.25,0.945522447349669,-0.0808163857386311,5.24234075444321,0.960635307715934,1,18,58,2,8,18,53,3,7
ENSSTUE00000073527,657.625,676.25,639,0.945504203578178,-0.080844222679634,10.0907615749555,0.935244956681346,1,137,556,480,1532,141,543,408,1464
ENSSTUE00000198804,88.375,90.75,86,0.94549320942309,-0.0808609981790758,7.21610317246407,0.914191980348388,1,41,76,75,171,35,68,79,162
ENSSTUE00000206739,80.875,83.25,78.5,0.945483867581852,-0.0808752526385212,7.09248645667143,0.919619030527108,1,39,101,26,167,45,72,70,127
ENSSTUE00000424505,21.25,21.75,20.75,0.945432933868645,-0.0809529734725824,5.27762275204911,0.966092253290033,1,0,56,31,0,1,39,41,2
ENSSTUE00000552486,14.125,14.75,13.5,0.945424898887975,-0.0809652346024947,4.75555201477888,0.929082062378304,1,14,10,25,10,18,18,15,3
ENSSTUE00000564587,14.75,15.25,14.25,0.945343317337827,-0.0810897314042608,4.79042256705633,0.855739417240684,1,18,10,15,18,17,10,16,14
ENSSTUE00000382019,13,13.25,12.75,0.945295707473822,-0.0811623909800018,4.65135130349948,0.960791737007841,1,18,11,18,6,18,4,17,12
ENSSTUE00000104819,14.125,14.5,13.75,0.945259162186275,-0.0812181668857574,4.75552022839009,0.958583490647497,1,28,5,19,6,19,4,32,0
ENSSTUE00000188899,32.625,33.5,31.75,0.945241219167226,-0.0812455525502688,5.83873257113652,0.899462109110508,1,46,31,39,18,40,40,31,16
ENSSTUE00000510250,20.125,20.75,19.5,0.945225265406899,-0.0812699025306541,5.1709434526137,0.958484489826529,1,13,28,1,41,9,28,1,40
ENSSTUE00000026485,16.5,16.75,16.25,0.945007478556517,-0.0816023483751249,4.91151261932097,0.964652200307233,1,11,17,23,16,14,15,8,28
ENSSTUE00000562442,7.75,7.75,7.75,0.944948674906653,-0.0816921237214128,4.00782462046377,0.999999999999999,1,11,4,12,4,8,4,10,9
ENSSTUE00000587247,18.25,18.75,17.75,0.944870862731862,-0.0818109279104039,5.09401144141014,0.929369340303534,1,36,13,20,6,24,15,27,5
ENSSTUE00000519220,71.625,73.75,69.5,0.944833049363432,-0.0818686651662472,6.92724251091527,0.895849971628265,1,63,94,39,99,66,58,60,94
ENSSTUE00000572702,12.375,12.75,12,0.944797648655585,-0.0819227206234477,4.55966661059041,0.938013445670617,1,13,2,13,23,7,3,14,24
ENSSTUE00000226042,114.625,117.75,111.5,0.944781700421191,-0.081947073597758,7.58950313665657,0.90638943362286,1,78,96,132,165,76,73,82,215
ENSSTUE00000171470,55.875,57.5,54.25,0.944750492964062,-0.0819947286139576,6.59286375647955,0.934150465010027,1,54,54,97,25,33,38,141,5
ENSSTUE00000243309,12.5,13,12,0.944743687429029,-0.0820051211430741,4.61959793768177,0.930013863030446,1,15,8,21,8,20,10,16,2
ENSSTUE00000530638,59.125,60.75,57.5,0.944590780614233,-0.0822386403083012,6.66434170275015,0.908985032454213,1,70,43,109,21,87,54,59,30
ENSSTUE00000193749,41.375,42.75,40,0.944498031318942,-0.0823803053773274,6.14753654949377,0.946638788685074,1,3,8,35,125,13,16,44,87
ENSSTUE00000382965,8.375,8.75,8,0.944494969966373,-0.0823849815176477,4.12816089042947,0.907132666090468,1,8,5,16,6,11,8,13,0
ENSSTUE00000111400,18.5,19,18,0.944467054026063,-0.0824276231251959,5.07392333970063,0.959722361765009,1,0,44,7,25,2,44,14,12
ENSSTUE00000184512,65.75,67.75,63.75,0.944445331831681,-0.0824608046558457,6.81140801621128,0.934387469786036,1,36,177,40,18,41,173,20,21
ENSSTUE00000156330,28.375,29.25,27.5,0.944367425960659,-0.0825798153024869,5.65458533124109,0.884975430040453,1,22,32,36,27,29,32,30,19
ENSSTUE00000199883,20.625,21.25,20,0.944347269370624,-0.0826106085319329,5.24897128901427,0.954186000541847,1,66,11,6,2,53,18,9,0
ENSSTUE00000540912,29.25,29.75,28.75,0.9442688438121,-0.0827304255382973,5.68917318592389,0.912681029942068,1,44,29,27,19,29,31,25,30
ENSSTUE00000533824,10.375,10.75,10,0.944193115472908,-0.0828461312308879,4.36092756663212,1,1,8,20,7,8,6,17,7,10
ENSSTUE00000118430,68.375,70.25,66.5,0.9441415657297,-0.082924899639523,6.8608556323885,0.879607866708384,1,47,86,76,72,74,67,54,71
ENSSTUE00000527963,14.375,15,13.75,0.944122296615031,-0.082954344100893,4.78658188360034,0.889791748795227,1,25,9,14,12,14,19,17,5
ENSSTUE00000186877,89.875,92.5,87.25,0.944056642789119,-0.0830546719322447,7.23908314289004,0.937972288954875,1,38,52,17,263,20,51,50,228
ENSSTUE00000518811,13.375,13.5,13.25,0.944040204663449,-0.0830797926800679,4.65431295056896,0.952947277949491,1,12,10,16,16,8,13,9,23
ENSSTUE00000616829,23.125,23.75,22.5,0.944000100398172,-0.0831410818638712,5.3634760094041,0.891629092261922,1,13,20,29,33,19,23,22,26
ENSSTUE00000003587,16.25,16.75,15.75,0.943965022428796,-0.0831946917657257,4.93403469670807,0.96514808684035,1,34,4,27,2,42,5,14,2
ENSSTUE00000617687,24.125,24.5,23.75,0.943878505200908,-0.0833269251567726,5.43199109162204,0.926146520172261,1,15,29,44,10,14,45,13,23
ENSSTUE00000415520,105.625,108.75,102.5,0.943700984354144,-0.0835982869165863,7.48010526398274,0.892549822703001,1,88,104,171,72,98,94,142,76
ENSSTUE00000450231,16.875,17.5,16.25,0.943699230333883,-0.0836009684001554,4.9787435812729,0.896805113115789,1,24,18,18,10,25,17,14,9
ENSSTUE00000502514,19.5,20.25,18.75,0.943671869767262,-0.0836427969030712,5.15627190072814,0.884168645264706,1,31,11,14,25,22,13,26,14
ENSSTUE00000528770,10.875,11.25,10.5,0.943669897494892,-0.0836458121360484,4.43956780128938,0.907997653250698,1,9,7,23,6,11,11,15,5
ENSSTUE00000325312,17.375,18,16.75,0.943545063405799,-0.0838366727695868,5.00377793120463,0.887336843325469,1,23,11,13,25,15,17,19,16
ENSSTUE00000182767,24.125,24.5,23.75,0.943496966340973,-0.0839102158023625,5.43434086672278,0.902535337751738,1,31,30,23,14,22,35,15,23
ENSSTUE00000180728,17.125,17.5,16.75,0.943485732260853,-0.0839273938630739,4.99427165156652,0.922733628764563,1,19,26,19,6,27,26,9,5
ENSSTUE00000241712,97.25,100,94.5,0.943433127666911,-0.0840078344039354,7.36072136053958,0.940028861460595,1,45,34,266,55,24,32,280,42
ENSSTUE00000166772,40.375,41.25,39.5,0.943398769410093,-0.0840603759014657,6.13372712878048,0.912673986774526,1,51,38,64,12,40,37,41,40
ENSSTUE00000192192,27.75,28.5,27,0.943321951250482,-0.0841778550564549,5.61846851476016,0.909596019242232,1,16,21,48,29,14,19,28,47
ENSSTUE00000358532,70.25,72.25,68.25,0.943316142172683,-0.084186739354681,6.89872395663852,0.890369161712295,1,46,75,84,84,49,64,58,102
ENSSTUE00000110937,13.375,14,12.75,0.943313539206831,-0.0841907203011947,4.69724028747516,0.942591630970211,1,27,6,17,6,14,6,28,3
ENSSTUE00000548726,9.625,9.75,9.5,0.943292590216045,-0.0842227598505719,4.28624462392214,0.951550259406764,1,11,7,19,2,14,8,11,5
ENSSTUE00000393447,159.25,164,154.5,0.943283102602698,-0.0842372705142876,8.05749560960468,0.88902081038745,1,139,138,138,241,145,96,184,193
ENSSTUE00000521044,19.875,20.5,19.25,0.943180439236866,-0.0843942965321547,5.18967401272725,0.908044016563614,1,15,31,24,12,17,18,25,17
ENSSTUE00000466017,43.625,45,42.25,0.94316083355196,-0.0844242858292087,6.24417928771387,0.900525584300105,1,41,74,46,19,58,57,33,21
ENSSTUE00000486833,18.625,19.25,18,0.943150474494415,-0.0844401315285747,5.07039374885878,0.864622525505784,1,18,18,16,25,19,8,22,23
