name,baseMean,baseMeanControl,baseMeanMetal,foldChange,logFC,logCPM,PValue,FDR,control_gill,control_intestine,control_kidney,control_liver,metal_gill,metal_intestine,metal_kidney,metal_liver
ENSSTUE00000372504,227.375,262,192.75,0.736507247323008,-0.441228373257574,8.56717921186924,0.47883002525613,1,194,227,259,368,153,164,171,283
ENSSTUE00000127121,11.375,13.25,9.5,0.736372975121508,-0.441491414116998,4.4704992208189,0.461771878388892,1,9,5,27,12,9,8,14,7
ENSSTUE00000011615,19,21.75,16.25,0.736312454480035,-0.44160999046415,5.08629997909909,0.560749894302147,1,12,21,13,41,14,5,11,35
ENSSTUE00000019152,22.875,26.5,19.25,0.736210826558838,-0.441809129044908,5.36450909757608,0.470928865419841,1,31,24,39,12,28,10,25,14
ENSSTUE00000550870,29.75,34.25,25.25,0.736145104117581,-0.441937925945392,5.72020208914844,0.807804019164513,1,89,42,0,6,73,26,0,2
ENSSTUE00000258168,16.125,18.75,13.5,0.736142603602146,-0.441942826456616,4.90724257703708,0.308067762661817,1,23,16,18,18,11,13,18,12
ENSSTUE00000370831,75.625,87.25,64,0.736086311306922,-0.442053152526667,6.98505842850489,0.828868953914852,1,0,4,4,341,1,19,17,219
ENSSTUE00000185544,18,20.75,15.25,0.736033255992803,-0.442157142230093,5.03692052136853,0.431396947197332,1,18,16,33,16,23,9,13,16
ENSSTUE00000089823,30.25,35,25.5,0.736000178952897,-0.442221977824605,5.7324454553655,0.542533503000327,1,17,22,41,60,22,6,34,40
ENSSTUE00000137145,28.625,33,24.25,0.735980997242319,-0.442259577977618,5.68126253515926,0.577270909909799,1,47,26,51,8,37,23,32,5
ENSSTUE00000259855,129.125,148.75,109.5,0.73592702829884,-0.442365373619467,7.76231329202349,0.592046265090499,1,214,137,182,62,156,107,161,14
ENSSTUE00000104191,11.375,13,9.75,0.735837569845025,-0.442540756650159,4.49654637221205,0.722460220949434,1,10,3,39,0,13,2,19,5
ENSSTUE00000054111,17.375,20,14.75,0.735825319604351,-0.44256477487009,5.01435757416091,0.487731913125029,1,38,12,20,10,18,22,14,5
ENSSTUE00000255371,12,14,10,0.73579921618426,-0.442615955417577,4.54641072568885,0.535245954714018,1,18,8,18,12,18,2,15,5
ENSSTUE00000069278,55,63.75,46.25,0.735735538071207,-0.442740815666657,6.55730431340151,0.481947029329035,1,90,26,38,101,60,40,47,38
ENSSTUE00000129651,13.75,15.75,11.75,0.73567559615538,-0.442858359842775,4.70099308834575,0.283372272813273,1,16,16,17,14,11,9,13,14
ENSSTUE00000440337,25.25,29.25,21.25,0.73566321298345,-0.442882644039757,5.51556312094433,0.62916784769068,1,24,11,74,8,31,14,37,3
ENSSTUE00000184773,15.625,18,13.25,0.735615431689869,-0.442976350062842,4.90052359460284,0.697303010836208,1,33,9,28,2,19,7,27,0
ENSSTUE00000007222,11.875,13.5,10.25,0.735592830043351,-0.443020677279047,4.50544706973855,0.535852013724239,1,7,28,7,12,5,11,9,16
ENSSTUE00000132972,18,20.75,15.25,0.735445922597071,-0.443308830999733,5.02808890265917,0.764106970961907,1,0,33,7,43,0,36,9,16
ENSSTUE00000225125,97,111.75,82.25,0.73543895845196,-0.443322492351134,7.35587745814356,0.417722269192533,1,119,93,95,140,91,57,80,101
ENSSTUE00000614862,15.5,17.75,13.25,0.735433238176854,-0.443333713737392,4.8513916127396,0.314502337954938,1,15,17,20,19,13,8,16,16
ENSSTUE00000407641,44.625,51.5,37.75,0.735420369120172,-0.44335895911078,6.28355532654264,0.502458723016009,1,59,63,63,21,64,46,24,17
ENSSTUE00000336715,14,16.25,11.75,0.735142440756942,-0.443904282130558,4.73419040780756,0.504772814814554,1,11,33,11,10,4,19,14,10
ENSSTUE00000522399,72,83.25,60.75,0.735004118097551,-0.444175761751598,6.92372579129316,0.63343871517302,1,16,48,35,234,24,38,98,83
ENSSTUE00000536916,162.5,187.25,137.75,0.734986749708785,-0.444209853512152,8.08167214110259,0.625740620521218,1,63,124,85,477,86,73,74,318
ENSSTUE00000392175,16,18.5,13.5,0.734778767718553,-0.444618156175873,4.9023701621488,0.39865851206928,1,16,10,27,21,15,9,14,16
ENSSTUE00000381658,85.125,98.25,72,0.734766305477522,-0.444642625263159,7.1726199666339,0.594627496895263,1,74,27,222,70,71,27,145,45
ENSSTUE00000016541,14.125,16,12.25,0.734719712419001,-0.444734112454834,4.75935229694888,0.591145579314202,1,19,12,29,4,18,4,10,17
ENSSTUE00000191179,24.125,28,20.25,0.734529587258837,-0.445107490379611,5.4350354989195,0.457990035053012,1,17,11,47,37,20,13,22,26
ENSSTUE00000432702,19.75,23,16.5,0.734505861881812,-0.44515409032218,5.16247101116131,0.475399264075358,1,26,18,11,37,25,13,7,21
ENSSTUE00000629940,194.375,224.25,164.5,0.734485692413031,-0.445193707149798,8.34407952368153,0.444138726947062,1,203,238,205,251,220,168,141,129
ENSSTUE00000629715,38.5,44.5,32.5,0.734422699231717,-0.445317445227494,6.07805109763218,0.751577582256695,1,4,19,149,6,3,18,104,5
ENSSTUE00000267643,14.375,16.5,12.25,0.734368159337338,-0.445424587009769,4.78120036107484,0.486866517139361,1,11,32,17,6,16,12,14,7
ENSSTUE00000313119,79.5,91.75,67.25,0.734366292509152,-0.445428254471592,7.0705114249637,0.463237062305889,1,56,91,72,148,58,57,52,102
ENSSTUE00000224801,44.375,51.25,37.5,0.73433050436883,-0.445498563568317,6.2688922927698,0.604233688321435,1,56,35,104,10,42,26,73,9
ENSSTUE00000317130,34.875,40.25,29.5,0.734317435232643,-0.445524239943789,5.93780321397847,0.363024528956028,1,41,48,43,29,30,37,30,21
ENSSTUE00000339021,17.5,20.25,14.75,0.734301524726488,-0.445555499254685,5.02296738948545,0.515329759876203,1,15,28,32,6,20,20,10,9
ENSSTUE00000031848,9.875,11.5,8.25,0.734222363485726,-0.445711037112128,4.30121055816747,0.539940072299206,1,10,2,24,10,12,5,9,7
ENSSTUE00000417419,12.375,14.5,10.25,0.734029167988252,-0.446090702560129,4.58269715635225,0.448722186604743,1,18,17,15,8,15,8,16,2
ENSSTUE00000227283,16.625,19.25,14,0.733966957592566,-0.446212978944701,4.97065788757696,0.592774257169769,1,18,16,39,4,17,15,22,2
ENSSTUE00000042252,14.625,16.75,12.5,0.733892147103199,-0.446360034914535,4.77288670886619,0.548078000172655,1,6,9,36,16,8,10,13,19
ENSSTUE00000394690,17.125,19.75,14.5,0.733820233972924,-0.446501409638688,4.95376474432477,0.716879325330488,1,8,3,8,60,9,1,5,43
ENSSTUE00000409151,44.875,51.75,38,0.733819793079316,-0.446502276438461,6.27592467520542,0.485486816567832,1,59,22,79,47,36,17,43,56
ENSSTUE00000012577,41.5,47.75,35.25,0.733782137313023,-0.446576309847901,6.15194268599309,0.627044173344369,1,26,18,40,107,24,8,20,89
ENSSTUE00000038838,11.375,13.25,9.5,0.733743226298414,-0.446652815139349,4.47998545798548,0.400149676363071,1,15,20,6,12,14,6,9,9
ENSSTUE00000269105,21.125,24.5,17.75,0.733709566851342,-0.446718998280101,5.25479161528641,0.440520491835774,1,34,15,18,31,23,8,19,21
ENSSTUE00000199726,15.75,18.25,13.25,0.733530345822546,-0.44707144410511,4.9014741719045,0.473631096313556,1,11,13,30,19,6,9,28,10
ENSSTUE00000594010,245.875,283.75,208,0.733466738103417,-0.447196552112497,8.67933445181894,0.480409641449003,1,188,293,257,397,173,173,179,307
ENSSTUE00000523721,14.5,16.75,12.25,0.733452735434336,-0.447224094975766,4.78405134103857,0.739855515524622,1,11,49,7,0,8,34,5,2
ENSSTUE00000241855,459.125,529.75,388.5,0.733434500078976,-0.447259964204309,9.57443588404984,0.541074842070306,1,334,431,392,962,308,279,290,677
ENSSTUE00000282358,16.375,19,13.75,0.733384488900152,-0.447358341550455,4.94226410804114,0.610611361263467,1,25,19,30,2,23,7,22,3
ENSSTUE00000508360,27.75,32,23.5,0.733322896324459,-0.447479509964081,5.64110749819621,0.751443898890892,1,82,36,10,0,50,35,9,0
ENSSTUE00000128535,35,40.5,29.5,0.73317554955828,-0.44776942019231,5.94071453270664,0.506830320794992,1,55,46,49,12,47,29,32,10
ENSSTUE00000102540,104.25,120.25,88.25,0.733162064351802,-0.44779595574637,7.44917239034367,0.708769260140644,1,64,61,6,350,108,30,12,203
ENSSTUE00000588706,8.375,9.75,7,0.733006967709742,-0.448101182704927,4.14811329208531,0.712282477171731,1,24,4,11,0,9,6,13,0
ENSSTUE00000166962,38.75,44.75,32.75,0.732931033603152,-0.448250642994531,6.04419115935325,0.75530706234479,1,5,5,17,152,9,2,9,111
ENSSTUE00000289402,9,10.5,7.5,0.732903418296619,-0.448305001746628,4.19436908200936,0.423894246554992,1,11,8,17,6,8,11,8,3
ENSSTUE00000606799,95.75,110.5,81,0.732873984141158,-0.44836294302755,7.32203889981624,0.833227872564689,1,0,24,7,411,0,23,25,276
ENSSTUE00000080662,186,214.5,157.5,0.732855055395643,-0.448400205586387,8.28290631173131,0.784650961537135,1,224,285,349,0,406,149,75,0
ENSSTUE00000547541,13.25,15.25,11.25,0.732842326909918,-0.448425263041568,4.66975584986076,0.48186017994732,1,27,18,10,6,16,8,9,12
ENSSTUE00000341316,29.625,34.25,25,0.732821278614621,-0.448466699932177,5.72236894808419,0.489995003660662,1,27,30,61,19,27,29,37,7
ENSSTUE00000157628,20,23.25,16.75,0.732680101334159,-0.448744660452483,5.1911461932192,0.368180226681187,1,18,15,37,23,21,14,16,16
ENSSTUE00000163814,11.875,13.75,10,0.732586008791856,-0.448929946720163,4.53701961027854,0.383247184370902,1,16,13,16,10,9,17,7,7
ENSSTUE00000517681,10,11.75,8.25,0.732572753127809,-0.44895605157826,4.31273266073913,0.446431802368782,1,18,8,7,14,14,4,10,5
ENSSTUE00000305074,29.25,34,24.5,0.732560207928499,-0.448980757727549,5.68775174058291,0.489623404643692,1,53,25,11,47,39,26,19,14
ENSSTUE00000299433,32.625,37.5,27.75,0.732514111393313,-0.449071542531923,5.8541841628327,0.418462047457528,1,54,34,41,21,41,25,24,21
ENSSTUE00000228874,20.125,23,17.25,0.732438926791261,-0.449219627077707,5.17735861916057,0.447635748575076,1,15,23,23,31,13,7,19,30
ENSSTUE00000327217,8,9.25,6.75,0.732403837686938,-0.449288744225339,4.07292517737946,0.543208782028891,1,15,8,12,2,10,10,5,2
ENSSTUE00000570509,30.875,35.5,26.25,0.73234159272347,-0.449411360071485,5.76788682457863,0.342683030773399,1,34,31,46,31,32,27,22,24
ENSSTUE00000437965,23.875,27.5,20.25,0.732296736383497,-0.449499728671386,5.42844459520415,0.607589732078872,1,38,3,53,16,18,7,35,21
ENSSTUE00000301633,26.25,30.25,22.25,0.732202877512146,-0.449684651531238,5.54659545630007,0.420283006110041,1,34,19,50,18,23,15,27,24
ENSSTUE00000250688,23.75,27.25,20.25,0.732188204793222,-0.449713562194633,5.40741322447442,0.41008794400634,1,28,29,27,25,20,9,19,33
ENSSTUE00000020447,31.25,36.25,26.25,0.732148637360697,-0.449791527505694,5.7868524570988,0.631888207260728,1,40,72,27,6,27,41,35,2
ENSSTUE00000522619,629.125,726.75,531.5,0.732142213250626,-0.449804186236352,10.0272596981768,0.633451238554928,1,116,536,513,1742,200,378,859,689
ENSSTUE00000001459,79.5,91.75,67.25,0.732058881001541,-0.449968402781611,7.07099212371536,0.521327527896592,1,56,63,104,144,49,47,34,139
ENSSTUE00000395604,22.75,26.25,19.25,0.731999404999051,-0.450085619062837,5.35584504536851,0.412765749024568,1,30,24,39,12,22,12,24,19
ENSSTUE00000256103,28,32.5,23.5,0.731992385981715,-0.450099452885627,5.64951375458811,0.681853235082716,1,5,25,81,19,3,23,65,3
ENSSTUE00000409472,23.625,27.25,20,0.731976163749302,-0.450131425887043,5.41653944610855,0.404296337066411,1,32,32,31,14,14,28,24,14
ENSSTUE00000038889,20.5,24,17,0.731962279350245,-0.450158791728495,5.23117658015892,0.430252838833067,1,19,32,18,27,23,11,27,7
ENSSTUE00000109293,33.25,38.5,28,0.731866118144103,-0.450348337573712,5.88245792797744,0.604147666172504,1,56,12,74,12,43,14,48,7
ENSSTUE00000026498,14.75,17.5,12,0.731754937618511,-0.450567519434468,4.79921893168163,0.339874123439398,1,11,17,21,21,16,8,14,10
ENSSTUE00000157490,46,53.25,38.75,0.731657772084267,-0.450759099340364,6.30155246469828,0.501979786551542,1,22,72,28,91,22,63,37,33
ENSSTUE00000026246,40,46.25,33.75,0.731629651594023,-0.450814548859264,6.09327498031102,0.720335969134094,1,5,57,4,119,8,67,4,56
ENSSTUE00000212571,76.25,88,64.5,0.731574131909341,-0.450924031864575,7.01234246954369,0.489730839990379,1,116,66,57,113,101,22,67,68
ENSSTUE00000098000,24.125,27.5,20.75,0.731496626107926,-0.45107688467068,5.42953252150589,0.412580695585122,1,28,36,30,16,14,26,17,26
ENSSTUE00000082075,119.875,138.75,101,0.731454858964572,-0.451159262317813,7.6550725099612,0.509484540628434,1,134,45,168,208,121,60,138,85
ENSSTUE00000402590,13.5,15.75,11.25,0.731439545599867,-0.451189466159255,4.68342397047927,0.489220929413519,1,25,6,13,19,15,3,18,9
ENSSTUE00000138561,349.75,404,295.5,0.73131914434609,-0.451426965745928,9.18364160058718,0.483660398209655,1,251,373,466,526,233,277,260,412
ENSSTUE00000149797,13.75,16,11.5,0.731295575402695,-0.451473461651239,4.70743451927173,0.442819935108,1,28,17,11,8,18,12,11,5
ENSSTUE00000506700,27.125,31,23.25,0.731195084616381,-0.451671722827548,5.58997011134184,0.450621832560086,1,29,18,50,27,18,15,22,38
ENSSTUE00000249522,15.375,17.75,13,0.731172067040411,-0.451717138703679,4.84631218955599,0.4589873461015,1,30,6,12,23,16,11,11,14
ENSSTUE00000228815,16.125,19,13.25,0.731158706436113,-0.451743501108018,4.88705747326243,0.491584992978907,1,15,15,7,39,8,10,14,21
ENSSTUE00000129189,12.875,15.25,10.5,0.73114522062455,-0.45177011105292,4.63000659478316,0.311518367486886,1,17,9,16,19,13,12,12,5
ENSSTUE00000337371,12.625,14.5,10.75,0.731110336322357,-0.451838946366351,4.60627498694804,0.529960544582273,1,10,13,27,8,4,7,15,17
ENSSTUE00000603325,13.5,15.75,11.25,0.731049695012084,-0.451958614413321,4.69216474741978,0.304856550768345,1,20,11,11,21,12,10,11,12
ENSSTUE00000354330,10.25,12,8.5,0.730970301264957,-0.452115303057336,4.36216097438374,0.527045083065598,1,14,4,24,6,10,4,15,5
ENSSTUE00000175146,44.375,51.25,37.5,0.730939280439832,-0.452176529266041,6.25322799003501,0.58895248638144,1,28,82,9,86,27,41,14,68
ENSSTUE00000192321,9,10.5,7.5,0.730931189651121,-0.452192498588891,4.20230493027723,0.368029603284869,1,12,9,13,8,11,3,11,5
ENSSTUE00000243962,134.375,155.5,113.25,0.730871382458511,-0.452310549469198,7.81774794284288,0.410777027353427,1,155,128,168,171,126,133,105,89
ENSSTUE00000472017,23,26.75,19.25,0.730856758556785,-0.452339416438242,5.36269387102508,0.43630822417155,1,16,12,34,45,17,17,20,23
ENSSTUE00000158173,38.875,45,32.75,0.730806502521268,-0.452438624149313,6.07731807057356,0.400439351995231,1,44,44,55,37,35,52,23,21
ENSSTUE00000252380,33.5,38.75,28.25,0.73076136326751,-0.452527736915257,5.87664763276899,0.561780354046542,1,69,22,8,56,46,13,18,36
ENSSTUE00000147931,11.5,13.25,9.75,0.730374355792781,-0.453291983207167,4.49150780635216,0.720233826401868,1,10,37,6,0,10,23,6,0
ENSSTUE00000565826,18.125,21.25,15,0.730340908038536,-0.453358053454232,5.05113001756868,0.367509364317094,1,11,22,27,25,16,9,19,16
ENSSTUE00000173491,12.625,15,10.25,0.730330228535599,-0.453379149600436,4.60282454603742,0.388371150779927,1,14,9,19,18,13,9,16,3
ENSSTUE00000325539,205.625,237.75,173.5,0.730322133343777,-0.453395140938829,8.42242858878848,0.465416342678356,1,171,237,173,370,156,158,149,231
ENSSTUE00000347690,90,104,76,0.730312499599572,-0.453414171782924,7.24935690399097,0.446516305063845,1,89,101,156,70,116,77,57,54
ENSSTUE00000364714,21.375,24.75,18,0.730280056031054,-0.453478263819047,5.27687962741472,0.44428459231212,1,24,13,44,18,22,12,24,14
ENSSTUE00000439857,9,10.5,7.5,0.730233300879014,-0.453570633294051,4.19003413379477,0.456604978177365,1,15,16,5,6,10,6,9,5
ENSSTUE00000232703,15.25,17.75,12.75,0.73013772833344,-0.453759464810129,4.80160394770693,0.733770824449488,1,1,12,17,41,0,3,24,24
ENSSTUE00000091103,24.875,28.75,21,0.730096386444495,-0.453841155461749,5.45109310616505,0.676233063731233,1,5,22,35,53,3,12,6,63
ENSSTUE00000044781,15.25,17.5,13,0.730080630782354,-0.453872289516552,4.8296897691851,0.460517995409017,1,15,23,24,8,8,20,10,14
ENSSTUE00000589640,86.375,100,72.75,0.730058458110772,-0.453916105073001,7.18878057441812,0.478406019177129,1,79,98,56,167,82,42,54,113
ENSSTUE00000139734,32.5,37.5,27.5,0.730024052607716,-0.45398409663962,5.84304742387532,0.377051695500392,1,29,40,56,25,25,28,34,23
ENSSTUE00000327799,25.75,30,21.5,0.729903373233026,-0.454222606489791,5.51062602034901,0.450124386656354,1,17,32,15,56,22,15,19,30
ENSSTUE00000529978,12.625,14.75,10.5,0.729902699002357,-0.454223939145218,4.60388464863967,0.62877081059119,1,18,6,25,10,17,3,22,0
ENSSTUE00000319363,11.75,13.5,10,0.729773907208435,-0.454478526061375,4.45113508470901,0.651325598247506,1,4,4,13,33,3,6,8,23
ENSSTUE00000217798,24.125,28.25,20,0.729770545904717,-0.454485171061045,5.44698662724639,0.536654982409058,1,36,17,46,14,28,14,35,3
ENSSTUE00000130562,32,37.25,26.75,0.729749490071296,-0.454526797274748,5.81259155886402,0.443404389220096,1,32,34,34,49,47,34,14,12
ENSSTUE00000186946,25.5,29.5,21.5,0.729718541867247,-0.454587982336065,5.51508382909141,0.676696965831635,1,52,55,5,6,28,48,8,2
ENSSTUE00000284338,15.875,18.5,13.25,0.729667702145886,-0.454688498856923,4.89361539099677,0.498340865422237,1,28,9,27,10,11,9,26,7
ENSSTUE00000486686,27,31.25,22.75,0.729645343002187,-0.454732707912469,5.57114807003392,0.54729047864851,1,36,27,7,55,25,25,8,33
ENSSTUE00000159336,17.125,20,14.25,0.729587417298704,-0.454847246356879,4.99916667877984,0.484950094671005,1,25,11,34,10,14,14,24,5
ENSSTUE00000145464,24.125,28,20.25,0.729421310030799,-0.455175746287288,5.40843893585173,0.549932843232868,1,18,13,11,70,18,11,22,30
ENSSTUE00000421772,9.25,11,7.5,0.729406940870247,-0.455204166790741,4.21645718379982,0.420444320729783,1,8,8,10,18,12,2,9,7
ENSSTUE00000096087,48,55.5,40.5,0.729400657552154,-0.455216594628193,6.35028335631375,0.785929426193142,1,0,27,24,171,0,39,36,87
ENSSTUE00000586456,20.5,24,17,0.729284482574964,-0.455446397564017,5.22388815603183,0.403447510288968,1,17,12,32,35,20,10,19,19
ENSSTUE00000079894,12.125,14.25,10,0.729166733523435,-0.455679351496523,4.53925111738075,0.402298448968692,1,11,15,6,25,13,11,7,9
ENSSTUE00000156489,16.25,18.75,13.75,0.72912535982748,-0.455761213870002,4.93375929768562,0.596630254391692,1,11,53,7,4,19,17,14,5
ENSSTUE00000182463,10.75,12.5,9,0.72897886030795,-0.456051116509485,4.40493657670487,0.56985941785347,1,17,16,13,4,8,22,4,2
ENSSTUE00000084814,126.625,146.5,106.75,0.728823732615092,-0.456358156646637,7.72947867588402,0.445853543492416,1,112,128,147,199,80,95,82,170
ENSSTUE00000062479,51.875,60,43.75,0.728823493813757,-0.456358629350177,6.4794617626842,0.403135245212454,1,54,80,46,60,42,67,28,38
ENSSTUE00000040686,19.25,22.25,16.25,0.72875374717055,-0.456496698378041,5.1654958776132,0.614992878590328,1,22,13,52,2,20,8,32,5
ENSSTUE00000520195,30.5,35.25,25.75,0.728434308490817,-0.4571292215513,5.75415085398226,0.534189336210245,1,15,74,31,21,16,49,24,14
ENSSTUE00000003558,12.875,15.25,10.5,0.728401315455069,-0.457194567137698,4.6373629570497,0.376602819648056,1,12,10,23,16,9,7,19,7
ENSSTUE00000125613,92.125,106.5,77.75,0.72837064058075,-0.457255324058344,7.28036839240303,0.46068801524075,1,92,120,70,144,55,52,67,137
ENSSTUE00000054934,59.25,68.5,50,0.728296987094087,-0.457401218039956,6.6411591022121,0.781231502764784,1,12,11,4,247,2,8,4,186
ENSSTUE00000568552,9.5,10.75,8.25,0.728286191953405,-0.457422602463657,4.25483694805439,0.437155249272108,1,8,8,19,8,8,5,11,9
ENSSTUE00000455288,9,10.25,7.75,0.728237818865181,-0.457518430083387,4.199026804346,0.388453784685862,1,15,7,13,6,8,9,9,5
ENSSTUE00000533406,24.875,28.75,21,0.728208683065869,-0.45757615149386,5.47415660535132,0.441271852202821,1,30,16,46,23,23,10,27,24
ENSSTUE00000171039,11.625,13.5,9.75,0.728186774676578,-0.457619556084858,4.50479764881159,0.448409620288505,1,24,7,13,10,6,14,12,7
ENSSTUE00000375115,58.75,68,49.5,0.728156856982171,-0.457678830707171,6.62847032752468,0.776091336064447,1,10,4,17,241,11,1,7,179
ENSSTUE00000057162,11,12.75,9.25,0.728023924666943,-0.457942233156788,4.46650038804561,0.668126977343311,1,37,5,7,2,17,10,10,0
ENSSTUE00000593999,195.625,226.5,164.75,0.727982943126485,-0.458023446874264,8.35258917738986,0.471111063995276,1,133,225,207,341,138,126,154,241
ENSSTUE00000523190,21,24.5,17.5,0.727902601202297,-0.458182674907223,5.25340743436712,0.445617853096824,1,18,22,46,12,19,12,27,12
ENSSTUE00000139570,14.875,17.25,12.5,0.727859378897364,-0.458268343589129,4.79769508626381,0.317790631028844,1,12,17,22,18,9,10,14,17
ENSSTUE00000576534,23.75,27.5,20,0.72772703384002,-0.458530689481851,5.42046693252159,0.354812128939842,1,21,36,35,18,16,23,24,17
ENSSTUE00000580233,14,16,12,0.727725508670493,-0.458533713083719,4.70891888211407,0.619262811460098,1,21,11,3,29,8,8,4,28
ENSSTUE00000497930,12,14,10,0.727639547175608,-0.45870413935859,4.57234046580289,0.741599437213572,1,34,1,19,2,27,4,9,0
ENSSTUE00000267241,212.75,246.25,179.25,0.727446770650377,-0.459086409104613,8.47073610846531,0.512252144413459,1,153,231,194,407,140,112,132,333
ENSSTUE00000156143,7.75,9,6.5,0.727425201564962,-0.459129186219247,4.03326507754503,0.46415629226783,1,9,10,13,4,10,5,9,2
ENSSTUE00000510180,11.125,13,9.25,0.727335812035882,-0.459306482461403,4.47696179895708,0.751746076693968,1,19,31,2,0,17,19,1,0
ENSSTUE00000220030,18.75,21.75,15.75,0.727269118046092,-0.459438778298444,5.13818215683901,0.641703441138202,1,21,12,52,2,14,6,38,5
ENSSTUE00000015766,15.25,18,12.5,0.727131761485778,-0.459711280373733,4.85704049201789,0.549537340374431,1,28,16,24,4,10,10,27,3
ENSSTUE00000115108,13.375,15.5,11.25,0.727015117316145,-0.45994273149864,4.70532490655493,0.658961369259423,1,21,6,31,4,10,6,29,0
ENSSTUE00000348550,15.5,18,13,0.726993756083602,-0.459985121534663,4.87699856607336,0.61987162943537,1,22,24,26,0,16,9,20,7
ENSSTUE00000499684,7.75,9,6.5,0.726969166526738,-0.460033919521455,4.02300772589543,0.529843066473514,1,18,4,8,6,11,4,9,2
ENSSTUE00000205909,20.375,23.75,17,0.726950540189222,-0.460070884595443,5.21575026909743,0.452527623789996,1,17,19,49,10,22,16,16,14
ENSSTUE00000423129,20.5,23.75,17.25,0.726901974592037,-0.460167270364331,5.21418243457053,0.444235079676031,1,25,8,27,35,14,13,16,26
ENSSTUE00000166860,34.25,39.75,28.75,0.726753232016349,-0.460462512559438,5.89112784718537,0.808420270325141,1,0,3,61,95,0,1,55,59
ENSSTUE00000229172,24.5,28.25,20.75,0.726744602797172,-0.460479642728351,5.44188677324395,0.531405115545726,1,34,15,17,47,23,12,8,40
ENSSTUE00000084844,95,110,80,0.726730698880974,-0.460507244313222,7.32171167648788,0.498061158543744,1,61,73,123,183,64,59,49,148
ENSSTUE00000606614,158.75,184,133.5,0.726587246628501,-0.460792051714876,8.05697765559078,0.472064510863391,1,213,118,269,136,169,94,186,85
ENSSTUE00000092012,67.75,78.5,57,0.726522430385343,-0.460920755107489,6.8489183432998,0.36983933166285,1,66,99,81,68,53,68,48,59
ENSSTUE00000473749,51.875,60,43.75,0.726467456837779,-0.461029923196251,6.47688541246917,0.470604713298485,1,41,50,77,72,31,20,42,82
ENSSTUE00000327070,9.625,11,8.25,0.726397262251032,-0.461169329681858,4.23064054774111,0.730590652425812,1,0,12,9,23,1,3,6,23
ENSSTUE00000246055,12.625,14.75,10.5,0.726378030748569,-0.461207525806706,4.59317530074825,0.406475881498761,1,7,17,25,10,11,10,11,10
ENSSTUE00000453118,38.375,44.5,32.25,0.726188481616517,-0.461584047765653,6.03394221891936,0.867997458587027,1,0,0,18,160,0,0,47,82
ENSSTUE00000453149,11.875,14,9.75,0.726108506620846,-0.461742940238338,4.54055887050063,0.289098360755208,1,16,13,17,10,14,10,10,5
ENSSTUE00000314440,12.125,14,10.25,0.726056195770023,-0.461846879695033,4.56030915869121,0.483784023938684,1,10,7,31,8,11,6,14,10
ENSSTUE00000001454,84,97.25,70.75,0.725863588196257,-0.462229647388137,7.14689202010388,0.48917648726612,1,55,78,98,158,46,42,60,135
ENSSTUE00000016853,29.875,34.75,25,0.725863088223,-0.462230641113678,5.72454942310571,0.457780377566342,1,42,13,49,35,30,22,38,10
ENSSTUE00000311796,22.875,26.5,19.25,0.725832344306057,-0.462291747728088,5.3569157168525,0.347270616978269,1,23,22,32,29,19,10,27,21
ENSSTUE00000005469,10.625,12.5,8.75,0.725794667801198,-0.462366637085032,4.41129008312617,0.54835018636017,1,24,9,7,10,14,10,11,0
ENSSTUE00000614170,44.625,51.75,37.5,0.725774900680645,-0.462405929623834,6.268883351291,0.365950897827121,1,45,54,46,62,22,41,44,43
ENSSTUE00000500536,10.25,12,8.5,0.725746882245587,-0.462461625732279,4.3648966790456,0.613094888018298,1,8,4,32,4,14,5,13,2
ENSSTUE00000194996,39.125,45.5,32.75,0.725546474746687,-0.462860066068638,6.0789272135938,0.532745581413692,1,54,9,35,84,32,15,37,47
ENSSTUE00000313121,89.625,104,75.25,0.72553857814638,-0.462875767954728,7.23873825683563,0.445509990552255,1,75,100,83,158,57,49,75,120
ENSSTUE00000001104,9.25,10.75,7.75,0.725430304311758,-0.463091080807325,4.25246245714072,0.462129116935653,1,19,8,12,4,11,6,11,3
ENSSTUE00000328975,12.75,15,10.5,0.72534100783507,-0.463268679555207,4.61645684305087,0.398952503860331,1,20,16,8,16,8,17,7,10
ENSSTUE00000198798,7.875,9.25,6.5,0.725328853047838,-0.463292855491767,4.0656734431195,0.401664118211831,1,12,8,11,6,10,5,8,3
ENSSTUE00000449693,24.875,28.75,21,0.725296903400801,-0.463356405442043,5.48096298861077,0.453293968934978,1,23,37,45,10,29,19,22,14
ENSSTUE00000309472,7.125,8.25,6,0.725075695155154,-0.463796480001906,3.96637554699032,0.755283937752888,1,23,1,9,0,14,1,9,0
ENSSTUE00000560764,15.5,18.25,12.75,0.724922768082585,-0.46410079360723,4.86311125994789,0.297199291047221,1,21,15,19,18,12,9,20,10
ENSSTUE00000096690,13.75,16,11.5,0.724847067000819,-0.464251456936967,4.7322654968202,0.617670885732839,1,26,10,26,2,25,6,13,2
ENSSTUE00000536996,14.875,17.5,12.25,0.724827586865261,-0.464290229629712,4.83597878602725,0.611267055806386,1,27,12,27,4,20,13,16,0
ENSSTUE00000320395,80,92.75,67.25,0.724812754760872,-0.464319751715754,7.08238110002239,0.441760920832504,1,57,75,124,115,51,61,48,109
